reviewerID,first_interaction,last_interaction,frequency,monetary,avg_rating,distinct_categories,recency,customer_age_T,r_score,f_score,m_score,rfm_segment,rfm_composite_score,cluster,pca_x,pca_y,pca_z,is_outlier,centroid_distance,clv_pred,p_active,churn_probability,expected_transactions_1y,projected_clv_1y,churn_risk_level,persona,priority_level,marketing_strategy,preferred_channel,discount_incentive
A000448K,2024-03-19,2025-01-05,9,869.23,2.3333333333333335,9,361,653,1,3,3,133,2.1999999999999997,0,-1.1107,-2.0408,-0.5319,False,1.558,36.73,0.058,0.942,0.29,26.27,High,Critical Reviewers,High (Service Recovery),Proactive customer success contact to resolve friction and collect feedback.,Direct Customer Support Outreach,Apology credit / Replacement support voucher
A000449B,2024-02-01,2025-05-18,11,1528.96,4.2727272727272725,11,228,700,2,4,4,244,3.2,0,0.5293,-0.4803,1.1516,False,1.291,111.4,0.159,0.841,0.91,117.31,High,At-Risk Customers,Critical (Win Back Immediately),"Urgent win-back campaigns, personalized reactivation discounts, and satisfaction surveys.",SMS Alert + Re-engagement Email Series,20% - 25% Time-limited reactivation coupon
A000450H,2025-09-02,2025-12-30,14,1420.59,4.642857142857143,14,2,121,5,4,4,544,4.4,3,1.7975,0.9162,-0.1518,False,0.994,2009.38,0.734,0.266,31.0,2912.28,Low,Champions (VIPs),High (Preserve & Delight),"Reward loyalty with exclusive early access, VIP beta programs, and personal perks.",Dedicated VIP Email & Personal Concierge,0% - 5% (Focus on exclusivity rather than deep discounts)
A000451N,2024-01-17,2025-02-18,13,1808.51,3.923076923076923,13,317,715,1,4,5,145,3.1,0,0.5085,-1.0474,0.9721,False,1.039,64.74,0.05,0.95,0.33,42.74,High,At-Risk Customers,Critical (Win Back Immediately),"Urgent win-back campaigns, personalized reactivation discounts, and satisfaction surveys.",SMS Alert + Re-engagement Email Series,20% - 25% Time-limited reactivation coupon
A000452V,2025-07-19,2025-12-31,4,696.5799999999999,3.75,4,1,166,5,2,2,522,3.2,2,0.0266,1.1249,-1.2644,False,0.649,1362.79,0.765,0.235,6.73,1085.02,Low,Potential Loyalists,Medium (Activate),Offer membership/loyalty program onboarding and recommend category bestsellers.,Automated Onboarding Email Drip,10% - 15% on second/third purchase
A000453B,2025-06-19,2025-12-31,7,1045.87,3.2857142857142856,7,1,196,5,2,3,523,3.5,2,0.4324,0.2602,-1.6394,False,1.069,1468.56,0.763,0.237,9.95,1376.72,Low,Loyal Customers,High (Nurture & Expand),Upsell higher-tier products and cross-sell accessories in related categories.,Targeted Email Newsletter & In-App Banners,10% on bundles or loyalty point multipliers
A000454A,2024-06-17,2025-12-25,3,232.23999999999998,2.6666666666666665,3,7,563,4,1,1,411,2.2,1,-1.7199,0.3558,-1.8273,False,2.117,418.99,0.763,0.237,1.48,106.4,Low,Critical Reviewers,High (Service Recovery),Proactive customer success contact to resolve friction and collect feedback.,Direct Customer Support Outreach,Apology credit / Replacement support voucher
A000455G,2025-09-02,2025-12-29,27,3818.03,4.333333333333333,27,3,121,5,5,5,555,5.0,3,2.7183,-0.2187,-0.2258,False,1.188,5543.3,0.702,0.298,36.61,4793.17,Low,Champions (VIPs),High (Preserve & Delight),"Reward loyalty with exclusive early access, VIP beta programs, and personal perks.",Dedicated VIP Email & Personal Concierge,0% - 5% (Focus on exclusivity rather than deep discounts)
A000456K,2025-08-01,2025-12-05,7,961.9300000000001,3.4285714285714284,7,27,153,3,2,3,323,2.7,0,-0.1068,-0.2728,-0.4997,False,1.13,1304.38,0.553,0.447,9.23,1174.48,Medium,Loyal Customers,High (Nurture & Expand),Upsell higher-tier products and cross-sell accessories in related categories.,Targeted Email Newsletter & In-App Banners,10% on bundles or loyalty point multipliers
A000457G,2025-09-04,2025-12-30,14,1534.21,4.642857142857143,14,2,119,5,4,4,544,4.4,3,1.8454,0.8832,-0.1471,False,0.972,2123.16,0.733,0.267,31.49,3195.42,Low,Champions (VIPs),High (Preserve & Delight),"Reward loyalty with exclusive early access, VIP beta programs, and personal perks.",Dedicated VIP Email & Personal Concierge,0% - 5% (Focus on exclusivity rather than deep discounts)
A000458E,2025-09-01,2025-12-31,6,789.47,3.8333333333333335,6,1,122,5,2,2,522,3.2,2,0.4361,0.959,-1.1544,False,0.403,1565.15,0.761,0.239,13.67,1665.28,Low,Loyal Customers,High (Nurture & Expand),Upsell higher-tier products and cross-sell accessories in related categories.,Targeted Email Newsletter & In-App Banners,10% on bundles or loyalty point multipliers
A000459J,2025-09-06,2025-12-30,24,2746.09,4.416666666666667,24,2,117,5,5,5,555,5.0,3,2.5226,0.1391,-0.2862,False,1.022,3537.01,0.725,0.275,37.82,4007.33,Low,Champions (VIPs),High (Preserve & Delight),"Reward loyalty with exclusive early access, VIP beta programs, and personal perks.",Dedicated VIP Email & Personal Concierge,0% - 5% (Focus on exclusivity rather than deep discounts)
A000460K,2025-09-05,2025-12-30,14,1894.45,4.5,14,2,118,5,4,5,545,4.7,3,1.9002,0.6616,-0.268,False,0.841,2496.7,0.733,0.267,31.74,3977.46,Low,Champions (VIPs),High (Preserve & Delight),"Reward loyalty with exclusive early access, VIP beta programs, and personal perks.",Dedicated VIP Email & Personal Concierge,0% - 5% (Focus on exclusivity rather than deep discounts)
A000461L,2025-09-04,2025-12-25,21,2259.36,4.476190476190476,21,7,119,4,5,5,455,4.6,3,2.1145,0.0889,0.1242,False,0.523,2765.33,0.599,0.401,31.22,3109.84,Medium,Champions (VIPs),High (Preserve & Delight),"Reward loyalty with exclusive early access, VIP beta programs, and personal perks.",Dedicated VIP Email & Personal Concierge,0% - 5% (Focus on exclusivity rather than deep discounts)
A000462D,2024-02-27,2025-03-14,14,1666.49,3.2857142857142856,14,293,674,2,4,4,244,3.2,0,0.1929,-1.6163,0.3468,False,0.776,78.99,0.05,0.95,0.38,41.78,High,At-Risk Customers,Critical (Win Back Immediately),"Urgent win-back campaigns, personalized reactivation discounts, and satisfaction surveys.",SMS Alert + Re-engagement Email Series,20% - 25% Time-limited reactivation coupon
A000463A,2024-01-02,2025-01-05,10,1126.48,3.0,10,361,730,1,3,3,133,2.1999999999999997,0,-0.5123,-1.5923,0.1134,False,0.645,34.24,0.06,0.94,0.3,31.16,High,At-Risk Customers,Critical (Win Back Immediately),"Urgent win-back campaigns, personalized reactivation discounts, and satisfaction surveys.",SMS Alert + Re-engagement Email Series,20% - 25% Time-limited reactivation coupon
A000464R,2025-07-13,2025-12-31,8,1039.28,4.5,8,1,172,5,3,3,533,3.8,2,1.1775,1.3131,-0.4967,False,0.965,1544.5,0.762,0.238,12.93,1555.74,Low,Champions (VIPs),High (Preserve & Delight),"Reward loyalty with exclusive early access, VIP beta programs, and personal perks.",Dedicated VIP Email & Personal Concierge,0% - 5% (Focus on exclusivity rather than deep discounts)
A000465Z,2024-05-28,2024-08-12,2,192.1,3.0,2,507,583,1,1,1,111,1.0,1,-2.7913,-0.1964,0.0423,False,0.864,11.77,0.452,0.548,0.57,50.37,Medium,Hibernating / Casuals,Low (Low Touch),Automated low-cost liquidation campaigns or seasonal clearance alerts.,Mass Marketing / Retargeting Ads,Standard clearance promos (avoid expensive direct sales outreach)
A000466P,2024-01-04,2025-11-15,12,1292.72,4.166666666666667,12,47,728,3,4,4,344,3.6000000000000005,3,0.7704,-0.1364,0.4496,False,0.899,333.7,0.641,0.359,3.86,384.75,Medium,Champions (VIPs),High (Preserve & Delight),"Reward loyalty with exclusive early access, VIP beta programs, and personal perks.",Dedicated VIP Email & Personal Concierge,0% - 5% (Focus on exclusivity rather than deep discounts)
A000467F,2024-01-17,2025-10-05,13,1270.9,4.0,13,88,715,3,4,4,344,3.6000000000000005,0,0.6022,-0.4878,0.5349,False,1.071,254.71,0.48,0.52,3.19,288.35,Medium,Loyal Customers,High (Nurture & Expand),Upsell higher-tier products and cross-sell accessories in related categories.,Targeted Email Newsletter & In-App Banners,10% on bundles or loyalty point multipliers
A000468E,2024-08-07,2024-08-07,1,51.36,3.0,1,512,512,1,1,1,111,1.0,1,-3.9513,0.5879,-0.0618,False,1.602,12.65,0.599,0.401,0.43,20.3,Medium,Hibernating / Casuals,Low (Low Touch),Automated low-cost liquidation campaigns or seasonal clearance alerts.,Mass Marketing / Retargeting Ads,Standard clearance promos (avoid expensive direct sales outreach)
A000469N,2024-08-02,2025-10-20,7,728.41,4.285714285714286,7,73,517,3,2,2,322,2.4000000000000004,0,-0.0294,0.3764,0.6568,False,1.461,361.42,0.601,0.399,2.97,286.13,Medium,Loyal Customers,High (Nurture & Expand),Upsell higher-tier products and cross-sell accessories in related categories.,Targeted Email Newsletter & In-App Banners,10% on bundles or loyalty point multipliers
A000470T,2024-10-10,2025-12-13,3,266.78000000000003,3.3333333333333335,3,19,448,4,1,1,411,2.2,1,-1.4736,0.6665,-0.8451,False,1.365,512.67,0.75,0.25,1.83,150.93,Low,Potential Loyalists,Medium (Activate),Offer membership/loyalty program onboarding and recommend category bestsellers.,Automated Onboarding Email Drip,10% - 15% on second/third purchase
A000471Y,2025-09-02,2025-12-25,22,2744.74,4.590909090909091,22,7,121,4,5,5,455,4.6,3,2.3347,0.0861,0.2463,False,0.749,3402.38,0.599,0.401,31.22,3606.2,Medium,Champions (VIPs),High (Preserve & Delight),"Reward loyalty with exclusive early access, VIP beta programs, and personal perks.",Dedicated VIP Email & Personal Concierge,0% - 5% (Focus on exclusivity rather than deep discounts)
A000472H,2025-06-27,2025-12-31,3,115.35,3.0,3,1,188,5,1,1,511,2.5999999999999996,2,-1.6784,1.328,-2.0888,False,2.472,1003.23,0.766,0.234,4.46,158.89,Low,Potential Loyalists,Medium (Activate),Offer membership/loyalty program onboarding and recommend category bestsellers.,Automated Onboarding Email Drip,10% - 15% on second/third purchase
A000473S,2025-09-08,2025-12-27,17,1904.13,4.823529411764706,17,5,115,4,5,5,455,4.6,3,2.0838,0.6706,0.3135,False,0.859,2449.23,0.652,0.348,34.01,3526.77,Medium,Champions (VIPs),High (Preserve & Delight),"Reward loyalty with exclusive early access, VIP beta programs, and personal perks.",Dedicated VIP Email & Personal Concierge,0% - 5% (Focus on exclusivity rather than deep discounts)
A000474T,2024-03-26,2025-07-16,3,274.31,2.3333333333333335,3,169,646,2,1,1,211,1.4000000000000001,1,-2.4474,-0.8325,-0.9576,False,1.787,112.57,0.639,0.361,1.08,91.74,Medium,Critical Reviewers,High (Service Recovery),Proactive customer success contact to resolve friction and collect feedback.,Direct Customer Support Outreach,Apology credit / Replacement support voucher
A000475X,2025-10-30,2025-12-31,4,742.77,3.25,4,1,63,5,2,2,522,3.2,2,-0.2006,0.6378,-1.7277,False,1.137,1772.68,0.759,0.241,17.6,3025.76,Low,Potential Loyalists,Medium (Activate),Offer membership/loyalty program onboarding and recommend category bestsellers.,Automated Onboarding Email Drip,10% - 15% on second/third purchase
A000476M,2024-12-11,2025-04-16,2,268.44,5.0,2,260,386,2,1,1,211,1.4000000000000001,1,-1.3739,1.6764,1.6756,False,2.124,109.64,0.531,0.469,1.0,124.69,Medium,Hibernating / Casuals,Low (Low Touch),Automated low-cost liquidation campaigns or seasonal clearance alerts.,Mass Marketing / Retargeting Ads,Standard clearance promos (avoid expensive direct sales outreach)
A000477C,2025-09-09,2025-12-25,12,1290.01,4.583333333333333,12,7,114,4,4,4,444,4.0,3,1.3742,0.7229,0.1522,False,0.774,1873.16,0.648,0.352,24.9,2478.41,Medium,Champions (VIPs),High (Preserve & Delight),"Reward loyalty with exclusive early access, VIP beta programs, and personal perks.",Dedicated VIP Email & Personal Concierge,0% - 5% (Focus on exclusivity rather than deep discounts)
A000478N,2025-10-01,2025-12-06,5,517.35,3.8,5,26,92,3,2,2,322,2.4000000000000004,2,-0.5315,0.5053,-0.2248,False,1.109,1253.04,0.517,0.483,10.26,983.28,Medium,Loyal Customers,High (Nurture & Expand),Upsell higher-tier products and cross-sell accessories in related categories.,Targeted Email Newsletter & In-App Banners,10% on bundles or loyalty point multipliers
A000479Z,2024-02-20,2025-04-23,2,183.94,4.5,2,253,681,2,1,1,211,1.4000000000000001,1,-1.8691,1.3851,1.1755,False,1.396,55.39,0.647,0.353,0.69,59.06,Medium,Hibernating / Casuals,Low (Low Touch),Automated low-cost liquidation campaigns or seasonal clearance alerts.,Mass Marketing / Retargeting Ads,Standard clearance promos (avoid expensive direct sales outreach)
A000480B,2025-09-06,2025-12-07,5,810.87,4.4,5,25,117,3,2,2,322,2.4000000000000004,2,0.076,0.8747,0.3482,False,1.152,1355.1,0.585,0.415,9.13,1371.34,Medium,Loyal Customers,High (Nurture & Expand),Upsell higher-tier products and cross-sell accessories in related categories.,Targeted Email Newsletter & In-App Banners,10% on bundles or loyalty point multipliers
A000481P,2024-01-09,2025-03-14,7,848.1700000000001,3.7142857142857144,7,293,723,2,2,2,222,2.0,0,-0.5346,-0.5801,0.6607,False,0.599,50.07,0.256,0.744,0.9,101.3,High,At-Risk Customers,Critical (Win Back Immediately),"Urgent win-back campaigns, personalized reactivation discounts, and satisfaction surveys.",SMS Alert + Re-engagement Email Series,20% - 25% Time-limited reactivation coupon
A000482A,2024-02-02,2025-01-13,13,1638.1,3.0,13,353,699,1,4,4,144,2.8,0,-0.0689,-1.8821,0.1449,False,0.912,48.41,0.05,0.95,0.34,39.6,High,At-Risk Customers,Critical (Win Back Immediately),"Urgent win-back campaigns, personalized reactivation discounts, and satisfaction surveys.",SMS Alert + Re-engagement Email Series,20% - 25% Time-limited reactivation coupon
A000483Q,2025-08-18,2025-12-23,6,677.14,4.166666666666667,6,9,136,4,2,2,422,2.8000000000000003,2,0.1751,0.9042,-0.2355,False,0.565,1362.12,0.707,0.293,11.39,1190.2,Low,Loyal Customers,High (Nurture & Expand),Upsell higher-tier products and cross-sell accessories in related categories.,Targeted Email Newsletter & In-App Banners,10% on bundles or loyalty point multipliers
A000484C,2024-01-12,2025-02-09,11,1229.24,3.272727272727273,11,326,720,1,4,3,143,2.5,0,-0.2164,-1.4008,0.3408,False,0.391,46.76,0.058,0.942,0.32,33.56,High,At-Risk Customers,Critical (Win Back Immediately),"Urgent win-back campaigns, personalized reactivation discounts, and satisfaction surveys.",SMS Alert + Re-engagement Email Series,20% - 25% Time-limited reactivation coupon
A000485L,2025-06-27,2025-12-23,6,735.8399999999999,3.6666666666666665,6,9,188,4,2,2,422,2.8000000000000003,2,-0.0403,0.4089,-0.6976,False,0.62,1236.95,0.725,0.275,8.45,959.25,Low,Loyal Customers,High (Nurture & Expand),Upsell higher-tier products and cross-sell accessories in related categories.,Targeted Email Newsletter & In-App Banners,10% on bundles or loyalty point multipliers
A000486U,2024-08-15,2025-12-26,3,438.14,4.666666666666667,3,6,504,4,1,2,412,2.5,2,-0.2298,1.959,0.028,False,1.469,531.16,0.763,0.237,1.66,224.29,Low,Potential Loyalists,Medium (Activate),Offer membership/loyalty program onboarding and recommend category bestsellers.,Automated Onboarding Email Drip,10% - 15% on second/third purchase
A000487P,2025-09-03,2025-12-20,14,1820.48,4.071428571428571,14,12,120,4,4,5,445,4.3,3,1.3334,-0.1044,-0.1089,False,0.37,2241.73,0.52,0.48,22.14,2666.05,Medium,Champions (VIPs),High (Preserve & Delight),"Reward loyalty with exclusive early access, VIP beta programs, and personal perks.",Dedicated VIP Email & Personal Concierge,0% - 5% (Focus on exclusivity rather than deep discounts)
A000488U,2024-02-29,2025-11-27,12,1762.32,4.25,12,35,672,3,4,5,345,3.9000000000000004,3,1.0689,-0.1161,0.4358,False,0.623,510.06,0.668,0.332,4.36,592.22,Medium,Champions (VIPs),High (Preserve & Delight),"Reward loyalty with exclusive early access, VIP beta programs, and personal perks.",Dedicated VIP Email & Personal Concierge,0% - 5% (Focus on exclusivity rather than deep discounts)
A000489N,2024-01-28,2025-06-26,2,350.24,4.5,2,189,704,2,1,1,211,1.4000000000000001,1,-1.4082,1.1873,1.1027,False,1.479,88.54,0.684,0.316,0.71,114.94,Medium,Hibernating / Casuals,Low (Low Touch),Automated low-cost liquidation campaigns or seasonal clearance alerts.,Mass Marketing / Retargeting Ads,Standard clearance promos (avoid expensive direct sales outreach)
A000490Y,2024-06-10,2024-07-18,2,197.84,4.5,2,532,570,1,1,1,111,1.0,1,-1.9823,1.1574,1.4639,False,1.475,10.2,0.427,0.573,0.55,50.11,Medium,Hibernating / Casuals,Low (Low Touch),Automated low-cost liquidation campaigns or seasonal clearance alerts.,Mass Marketing / Retargeting Ads,Standard clearance promos (avoid expensive direct sales outreach)
A000491W,2025-06-19,2025-12-31,8,1014.93,4.0,8,1,196,5,3,3,533,3.8,2,0.8957,0.8636,-0.9653,False,0.57,1443.98,0.763,0.237,11.36,1334.7,Low,Champions (VIPs),High (Preserve & Delight),"Reward loyalty with exclusive early access, VIP beta programs, and personal perks.",Dedicated VIP Email & Personal Concierge,0% - 5% (Focus on exclusivity rather than deep discounts)
A000492P,2024-01-29,2025-01-25,8,1037.6100000000001,2.5,8,341,703,1,3,3,133,2.1999999999999997,0,-0.9895,-1.889,-0.3951,False,1.321,40.62,0.13,0.87,0.54,64.65,High,Critical Reviewers,High (Service Recovery),Proactive customer success contact to resolve friction and collect feedback.,Direct Customer Support Outreach,Apology credit / Replacement support voucher
A000493K,2024-02-11,2025-10-21,13,1231.3,4.0,13,72,690,3,4,3,343,3.3000000000000003,3,0.6249,-0.4217,0.4571,False,1.108,297.01,0.529,0.471,3.64,318.83,Medium,Loyal Customers,High (Nurture & Expand),Upsell higher-tier products and cross-sell accessories in related categories.,Targeted Email Newsletter & In-App Banners,10% on bundles or loyalty point multipliers
A000494D,2024-01-17,2025-12-08,14,1763.51,4.285714285714286,14,24,715,3,4,5,345,3.9000000000000004,3,1.2885,-0.0672,0.34,False,0.381,495.1,0.695,0.305,4.97,579.41,Medium,Champions (VIPs),High (Preserve & Delight),"Reward loyalty with exclusive early access, VIP beta programs, and personal perks.",Dedicated VIP Email & Personal Concierge,0% - 5% (Focus on exclusivity rather than deep discounts)
A000495N,2025-08-01,2025-12-08,8,1068.3,3.875,8,24,153,3,3,3,333,3.0,2,0.3215,0.0567,-0.1112,False,1.05,1392.07,0.549,0.451,10.48,1295.19,Medium,Champions (VIPs),High (Preserve & Delight),"Reward loyalty with exclusive early access, VIP beta programs, and personal perks.",Dedicated VIP Email & Personal Concierge,0% - 5% (Focus on exclusivity rather than deep discounts)
A000496A,2024-02-01,2025-10-27,8,985.8100000000001,3.75,8,66,700,3,3,3,333,3.0,0,-0.0057,-0.2854,0.145,False,0.813,275.7,0.645,0.355,2.69,306.93,Medium,Loyal Customers,High (Nurture & Expand),Upsell higher-tier products and cross-sell accessories in related categories.,Targeted Email Newsletter & In-App Banners,10% on bundles or loyalty point multipliers
A000497L,2025-07-28,2025-12-15,6,709.75,4.333333333333333,6,17,157,4,2,2,422,2.8000000000000003,2,0.1678,0.8814,0.1483,False,0.936,1243.45,0.664,0.336,9.26,1014.17,Medium,Loyal Customers,High (Nurture & Expand),Upsell higher-tier products and cross-sell accessories in related categories.,Targeted Email Newsletter & In-App Banners,10% on bundles or loyalty point multipliers
